Date,Coinbase,Exmo,Binance,return coinbase,return exmo,return binance
2016/6/16,766.31,750.08,,9.843782289,9.97060262,
2016/6/15,694.47,678.9,,1.291294219,0.985842169,
2016/6/14,685.56,672.24,,-2.708196074,-1.756177221,
2016/6/13,704.38,684.15,,4.589960156,5.884935865,
2016/6/12,672.78,645.05,,10.33345001,9.112238695,
2016/6/11,606.73,588.87,,4.942738856,1.657487049,
2016/6/10,577.47,579.19,,0.493013758,0.647823231,
2016/6/9,574.63,575.45,,-1.214253685,-0.77723065,
2016/6/8,581.65,579.94,,0.872010706,1.04694848,
2016/6/7,576.6,573.9,,-1.538571318,0.118557793,
2016/6/6,585.54,573.22,,1.81992408,0.635278342,
2016/6/5,574.98,569.59,,0.392085611,0.103636964,
2016/6/4,572.73,569,,0.620010393,2.145883109,
2016/6/3,569.19,556.92,,5.641150102,3.456304288,
2016/6/2,537.97,538,,0.195368891,2.579452058,
2016/6/1,536.92,524.3,,1.035289269,1.402116507,
2016/5/31,531.39,517,,-0.463741737,-1.533634028,
2016/5/30,533.86,524.99,,1.439525278,2.117540478,
2016/5/29,526.23,513.99,,-0.721409587,0.604950717,
2016/5/28,530.04,510.89,,11.28850436,9.199012818,
2016/5/27,473.46,465.99,,4.333680582,3.059262042,
2016/5/26,453.38,451.95,,0.837232736,0.877832183,
2016/5/25,449.6,448,,0.808419061,0.510228024,
2016/5/24,445.98,445.72,,0.411176475,1.671890083,
2016/5/23,444.15,438.33,,1.09342663,0,
2016/5/22,439.32,438.33,,-0.877049508,-0.833783073,
2016/5/21,443.19,442,,0.115141061,-0.223731435,
2016/5/20,442.68,442.99,,0.900855886,0.677246951,
2016/5/19,438.71,440,,-3.562330264,-2.580064594,
2016/5/18,454.62,451.5,,0.184940608,-0.302973572,
2016/5/17,453.78,452.87,,-0.083705977,-0.110346056,
2016/5/16,454.16,453.37,,-0.748031961,-0.604736365,
2016/5/15,457.57,456.12,,0.416101516,0.430637393,
2016/5/14,455.67,454.16,,0,0.317572603,
2016/5/13,455.67,452.72,,0.197706668,0.022091148,
2016/5/12,454.77,452.62,,0.449587534,0.580533859,
2016/5/11,452.73,450,,0.407251398,-0.761537374,
2016/5/10,450.89,453.44,,-2.104601638,-1.325422227,
2016/5/9,460.48,459.49,,0.420008669,1.703252256,
2016/5/8,458.55,451.73,,0.002180811,-0.391061334,
2016/5/7,458.54,453.5,,-0.230901708,0.086034794,
2016/5/6,459.6,453.11,,2.560795741,1.3576327,
2016/5/5,447.98,447,,0.281658843,0.347358745,
2016/5/4,446.72,445.45,,-0.798202717,-0.911758534,
2016/5/3,450.3,449.53,,1.258159328,1.594293536,
2016/5/2,444.67,442.42,,-1.608422383,-1.3292216,
2016/5/1,451.88,448.34,,0.790939471,-0.084721205,
2016/4/30,448.32,448.72,,-1.500991187,-0.560026354,
2016/4/29,455.1,451.24,,1.347201581,0.988828154,
2016/4/28,449.01,446.8,,0.966774902,-0.738093014,
2016/4/27,444.69,450.11,,-4.700133833,-2.008095189,
2016/4/26,466.09,459.24,,1.004838539,0.732139688,
2016/4/25,461.43,455.89,,0.626102613,0.856937251,
2016/4/24,458.55,452,,1.819972552,1.630476964,
2016/4/23,450.28,444.69,,1.013378909,0.787912281,
2016/4/22,445.74,441.2,,-0.822204015,-1.384299861,
2016/4/21,449.42,447.35,,1.802902417,2.546971114,
2016/4/20,441.39,436.1,,1.341108024,0.544935416,
2016/4/19,435.51,433.73,,1.601700715,1.772469179,
2016/4/18,428.59,426.11,,0.27804081,0.143258089,
2016/4/17,427.4,425.5,,-0.738956939,-0.784225942,
2016/4/16,430.57,428.85,,0.199934972,0.032650777,
2016/4/15,429.71,428.71,,1.271694792,0.751575165,
2016/4/14,424.28,425.5,,0.12971547,-0.349564574,
2016/4/13,423.73,426.99,,-0.343966791,0.114822682,
2016/4/12,425.19,426.5,,0.639401945,0.824018789,
2016/4/11,422.48,423,,0.217999233,0.137209929,
2016/4/10,421.56,422.42,,0.51131543,0.291604147,
2016/4/9,419.41,421.19,,-0.223873581,0.702860785,
2016/4/8,420.35,418.24,,-0.566963528,-1.131674861,
2016/4/7,422.74,423,,-0.158364389,0.950125912,
2016/4/6,423.41,419,,-0.14632307,-1.35121174,
2016/4/5,424.03,424.7,,0.612678889,1.112832604,
2016/4/4,421.44,420,,0.128214278,0.384069939,
2016/4/3,420.9,418.39,,0.007127838,-0.276869642,
2016/4/2,420.87,419.55,,0.693826323,0.849744805,
2016/4/1,417.96,416,,0.294720409,-0.04806537,
2016/3/31,416.73,416.2,,0.459383888,0.447902114,
2016/3/30,414.82,414.34,,-0.408978846,-0.399836744,
2016/3/29,416.52,416,,-1.834128133,-2.257968775,
2016/3/28,424.23,425.5,,-0.596946544,0.329567153,
2016/3/27,426.77,424.1,,2.088341828,2.051072986,
2016/3/26,417.95,415.49,,0.184402481,-0.355573015,
2016/3/25,417.18,416.97,,0.189546226,-0.055144636,
2016/3/24,416.39,417.2,,-0.395480064,-0.35889499,
2016/3/23,418.04,418.7,,-0.011959863,-1.021750602,
2016/3/22,418.09,423,,1.149880363,1.9214148,
2016/3/21,413.31,414.95,,-0.108817886,0.856774688,
2016/3/20,413.76,411.41,,0.805634059,1.077709872,
2016/3/19,410.44,407,,0.217075903,-0.316452079,
2016/3/18,409.55,408.29,,-2.667081729,-2.577387483,
2016/3/17,420.62,418.95,,0.861961093,0.903941992,
2016/3/16,417.01,415.18,,0.043173751,-0.403827288,
2016/3/15,416.83,416.86,,0.093607121,0.731933734,
2016/3/14,416.44,413.82,,0.570735195,0.659460277,
2016/3/13,414.07,411.1,,0.593444801,0.333808772,
2016/3/12,411.62,409.73,,-2.416985329,-1.895378872,
2016/3/11,421.69,417.57,,1.087252312,0.523435694,
2016/3/10,417.13,415.39,,0.54568099,1.274365536,
2016/3/9,414.86,410.13,,0.214760649,-0.077993618,
2016/3/8,413.97,410.45,,-0.084511468,-0.507905198,
2016/3/7,414.32,412.54,,1.608248475,1.216954623,
2016/3/6,407.71,407.55,,1.76676046,2.328457477,
2016/3/5,400.57,398.17,,-2.555868568,-4.139947046,
2016/3/4,410.94,415,,-2.572836758,,
2016/3/3,421.65,,,-0.553428403,,
2016/3/2,423.99,,,-2.591198507,,
2016/3/1,435.12,,,-0.591188908,,
2016/2/29,437.7,,,0.964194798,,
2016/2/28,433.5,,,0.226322814,,
2016/2/27,432.52,,,0.085581788,,
2016/2/26,432.15,,,1.776652038,,
2016/2/25,424.54,,,-0.096528513,,
2016/2/24,424.95,,,0.995644924,,
2016/2/23,420.74,,,-3.963290546,,
2016/2/22,437.75,,,-0.239575724,,
2016/2/21,438.8,,,0.374446759,,
2016/2/20,437.16,,,3.816536393,,
2016/2/19,420.79,,,-0.374781026,,
2016/2/18,422.37,,,1.442751182,,
2016/2/17,416.32,,,2.143780282,,
2016/2/16,407.49,,,1.810194661,,
2016/2/15,400.18,,,-1.74636905,,
2016/2/14,407.23,,,3.847350325,,
2016/2/13,391.86,,,1.958522634,,
2016/2/12,384.26,,,1.206963114,,
2016/2/11,379.65,,,-0.525418259,,
2016/2/10,381.65,,,1.48350308,,
2016/2/9,376.03,,,0.688480064,,
2016/2/8,373.45,,,-0.845259475,,
2016/2/7,376.62,,,0.026555488,,
2016/2/6,376.52,,,-2.629005909,,
2016/2/5,386.55,,,-0.783367832,,
2016/2/4,389.59,,,5.172704272,,
2016/2/3,369.95,,,-1.209042132,,
2016/2/2,374.45,,,0.371901808,,
2016/2/1,373.06,,,1.156612115,,
2016/1/31,368.77,,,-2.540864639,,
2016/1/30,378.26,,,-0.319375247,,
2016/1/29,379.47,,,-0.215857723,,
2016/1/28,380.29,,,-3.787569309,,
2016/1/27,394.97,,,0.716539299,,
2016/1/26,392.15,,,0.107159269,,
2016/1/25,391.73,,,-2.828929052,,
2016/1/24,402.97,,,3.917207548,,
2016/1/23,387.49,,,1.298753287,,
2016/1/22,382.49,,,-7.008859592,,
2016/1/21,410.26,,,-2.401107538,,
2016/1/20,420.23,,,10.02362688,,
2016/1/19,380.15,,,-1.829796139,,
2016/1/18,387.17,,,1.265823236,,
2016/1/17,382.3,,,-1.361342857,,
2016/1/16,387.54,,,6.175901894,,
2016/1/15,364.33,,,-16.64458288,,
2016/1/14,430.31,,,-0.477582398,,
2016/1/13,432.37,,,-0.764927813,,
2016/1/12,435.69,,,-2.882161222,,
2016/1/11,448.43,,,0.098168277,,
2016/1/10,447.99,,,0.084859317,,
2016/1/9,447.61,,,-1.247740534,,
2016/1/8,453.23,,,-1.057862556,,
2016/1/7,458.05,,,6.526505214,,
2016/1/6,429.11,,,-0.661969505,,
2016/1/5,431.96,,,-0.261256723,,
2016/1/4,433.09,,,0.713709437,,
2016/1/3,430.01,,,-0.794491411,,
2016/1/2,433.44,,,-0.205123549,,
2016/1/1,434.33,,,0.869470155,,
2015/12/31,430.57,,,0.921622501,,
2015/12/30,426.62,,,-1.47978503,,
2015/12/29,432.98,,,2.502293644,,
2015/12/28,422.28,,,-0.127795545,,
2015/12/27,422.82,,,1.321306228,,
2015/12/26,417.27,,,-8.799147665,,
2015/12/25,455.65,,,0.1471509,,
2015/12/24,454.98,,,2.803901173,,
2015/12/23,442.4,,,1.326572123,,
2015/12/22,436.57,,,-0.473030212,,
2015/12/21,438.64,,,-0.91681303,,
2015/12/20,442.68,,,-4.341013061,,
2015/12/19,462.32,,,-0.280795916,,
2015/12/18,463.62,,,1.639701845,,
2015/12/17,456.08,,,0.252467176,,
2015/12/16,454.93,,,-2.258177999,,
2015/12/15,465.32,,,4.649545527,,
2015/12/14,444.18,,,2.373849993,,
2015/12/13,433.76,,,-0.285464534,,
2015/12/12,435,,,-3.820339657,,
2015/12/11,451.94,,,8.41149493,,
2015/12/10,415.48,,,-0.499376818,,
2015/12/9,417.56,,,0.480123834,,
2015/12/8,415.56,,,4.937508831,,
2015/12/7,395.54,,,1.723828896,,
2015/12/6,388.78,,,-0.043716972,,
2015/12/5,388.95,,,6.855222152,,
2015/12/4,363.18,,,0.588212623,,
2015/12/3,361.05,,,0.51649565,,
2015/12/2,359.19,,,-0.914539131,,
2015/12/1,362.49,,,-4.009674607,,
2015/11/30,377.32,,,1.611020536,,
2015/11/29,371.29,,,3.818378697,,
2015/11/28,357.38,,,-0.184507055,,
2015/11/27,358.04,,,1.508358178,,
2015/11/26,352.68,,,7.19074828,,
2015/11/25,328.21,,,2.517641383,,
2015/11/24,320.05,,,-0.932987642,,
2015/11/23,323.05,,,-0.460168511,,
2015/11/22,324.54,,,-0.733728559,,
2015/11/21,326.93,,,1.513242529,,
2015/11/20,322.02,,,-1.274374283,,
2015/11/19,326.15,,,-2.554850343,,
2015/11/18,334.59,,,-0.149325079,,
2015/11/17,335.09,,,1.303634946,,
2015/11/16,330.75,,,3.251069826,,
2015/11/15,320.17,,,-3.902007845,,
2015/11/14,332.91,,,-1.146863211,,
2015/11/13,336.75,,,-0.414876873,,
2015/11/12,338.15,,,8.343947019,,
2015/11/11,311.08,,,-7.94985492,,
2015/11/10,336.82,,,-12.13065663,,
2015/11/9,380.26,,,1.82853442,,
2015/11/8,373.37,,,-3.451023516,,
2015/11/7,386.48,,,3.156842731,,
2015/11/6,374.47,,,-3.123200144,,
2015/11/5,386.35,,,-6.321112313,,
2015/11/4,411.56,,,1.997661463,,
2015/11/3,403.42,,,11.05740672,,
2015/11/2,361.19,,,10.42567509,,
2015/11/1,325.43,,,3.521314408,,
2015/10/31,314.17,,,-4.314034146,,
2015/10/30,328.02,,,4.412755552,,
2015/10/29,313.86,,,2.988192842,,
2015/10/28,304.62,,,3.619987179,,
2015/10/27,293.79,,,2.932396818,,
2015/10/26,285.3,,,0.569441589,,
2015/10/25,283.68,,,0.718167699,,
2015/10/24,281.65,,,1.845434438,,
2015/10/23,276.5,,,0.900972454,,
2015/10/22,274.02,,,2.869026485,,
2015/10/21,266.27,,,-1.190912475,,
2015/10/20,269.46,,,2.259431826,,
2015/10/19,263.44,,,0.685612498,,
2015/10/18,261.64,,,-3.382001138,,
2015/10/17,270.64,,,2.912991108,,
2015/10/16,262.87,,,3.306629679,,
2015/10/15,254.32,,,0.920391242,,
2015/10/14,251.99,,,0.989040964,,
2015/10/13,249.51,,,1.697627771,,
2015/10/12,245.31,,,-0.706802845,,
2015/10/11,247.05,,,0.85774627,,
2015/10/10,244.94,,,0.413198371,,
2015/10/9,243.93,,,0.670467107,,
2015/10/8,242.3,,,-0.276135111,,
2015/10/7,242.97,,,-1.26374297,,
2015/10/6,246.06,,,2.335440411,,
2015/10/5,240.38,,,0.885849015,,
2015/10/4,238.26,,,-0.197069185,,
2015/10/3,238.73,,,0.605018441,,
2015/10/2,237.29,,,-0.109510583,,
2015/10/1,237.55,,,0.629211763,,
2015/9/30,236.06,,,-0.266525806,,
2015/9/29,236.69,,,-1.029788643,,
2015/9/28,239.14,,,2.70412747,,
2015/9/27,232.76,,,-0.676517245,,
2015/9/26,234.34,,,-0.34080292,,
2015/9/25,235.14,,,0.259756997,,
2015/9/24,234.53,,,1.828755167,,
2015/9/23,230.28,,,-0.147537454,,
2015/9/22,230.62,,,1.542491967,,
2015/9/21,227.09,,,-1.797997378,,
2015/9/20,231.21,,,-0.121028759,,
2015/9/19,231.49,,,-0.641593692,,
2015/9/18,232.98,,,1.36997324,,
2015/9/17,229.81,,,0.313794112,,
2015/9/16,229.09,,,-0.526786738,,
2015/9/15,230.3,,,-0.14752465,,
2015/9/14,230.64,,,0.056380789,,
2015/9/13,230.51,,,-2.026951347,,
2015/9/12,235.23,,,-2.053339276,,
2015/9/11,240.11,,,0.68117023,,
2015/9/10,238.48,,,0.130074496,,
2015/9/9,238.17,,,-2.258388149,,
2015/9/8,243.61,,,1.555485795,,
2015/9/7,239.85,,,0.004169359,,
2015/9/6,239.84,,,2.030141745,,
2015/9/5,235.02,,,2.028781008,,
2015/9/4,230.3,,,1.364015202,,
2015/9/3,227.18,,,-0.920130928,,
2015/9/2,229.28,,,0.507215779,,
2015/9/1,228.12,,,-0.846833818,,
2015/8/31,230.06,,,0.566672542,,
2015/8/30,228.76,,,-0.444891038,,
2015/8/29,229.78,,,-0.702548533,,
2015/8/28,231.4,,,2.90701576,,
2015/8/27,224.77,,,-0.470484667,,
2015/8/26,225.83,,,1.886342362,,
2015/8/25,221.61,,,5.148093415,,
2015/8/24,210.49,,,-8.06528191,,
2015/8/23,228.17,,,-0.968255994,,
2015/8/22,230.39,,,-0.941772988,,
2015/8/21,232.57,,,-1.188251286,,
2015/8/20,235.35,,,3.753443655,,
2015/8/19,226.68,,,7.130212276,,
2015/8/18,211.08,,,-20.0644854,,
2015/8/17,257.98,,,-0.205231538,,
2015/8/16,258.51,,,-1.16910919,,
2015/8/15,261.55,,,-1.566710725,,
2015/8/14,265.68,,,0.604048952,,
2015/8/13,264.08,,,-0.867177323,,
2015/8/12,266.38,,,-1.494150046,,
2015/8/11,270.39,,,2.213753792,,
2015/8/10,264.47,,,-0.23038439,,
2015/8/9,265.08,,,1.55112599,,
2015/8/8,261,,,-6.876806972,,
2015/8/7,279.58,,,0.358320578,,
2015/8/6,278.58,,,-1.17761772,,
2015/8/5,281.88,,,-1.177936385,,
2015/8/4,285.22,,,1.408797243,,
2015/8/3,281.23,,,-0.489501545,,
2015/8/2,282.61,,,0.358023104,,
2015/8/1,281.6,,,-1.077273111,,
2015/7/31,284.65,,,-1.07274296,,
2015/7/30,287.72,,,-0.647834453,,
2015/7/29,289.59,,,-1.657515431,,
2015/7/28,294.43,,,0.275486953,,
2015/7/27,293.62,,,0.317238587,,
2015/7/26,292.69,,,1.372594177,,
2015/7/25,288.7,,,0.145585661,,
2015/7/24,288.28,,,4.335022133,,
2015/7/23,276.05,,,-0.422940606,,
2015/7/22,277.22,,,0.502668087,,
2015/7/21,275.83,,,-1.135536075,,
2015/7/20,278.98,,,1.943635988,,
2015/7/19,273.61,,,-0.470366038,,
2015/7/18,274.9,,,-1.648755714,,
2015/7/17,279.47,,,0.495015,,
2015/7/16,278.09,,,-2.745242619,,
2015/7/15,285.83,,,-0.568649163,,
2015/7/14,287.46,,,-1.584130036,,
2015/7/13,292.05,,,-6.244979787,,
2015/7/12,310.87,,,5.882685318,,
2015/7/11,293.11,,,2.844482433,,
2015/7/10,284.89,,,5.653710798,,
2015/7/9,269.23,,,-0.577757987,,
2015/7/8,270.79,,,1.705814174,,
2015/7/7,266.21,,,-1.053742655,,
2015/7/6,269.03,,,-1.064823164,,
2015/7/5,271.91,,,4.137226664,,
2015/7/4,260.89,,,1.759417424,,
2015/7/3,256.34,,,0.36345912,,
2015/7/2,255.41,,,-1.248970577,,
2015/7/1,258.62,,,-1.706035359,,
2015/6/30,263.07,,,2.311063578,,
2015/6/29,257.06,,,3.181646438,,
2015/6/28,249.01,,,-0.79200414,,
2015/6/27,250.99,,,2.992661361,,
2015/6/26,243.59,,,0.32484249,,
2015/6/25,242.8,,,0.947639046,,
2015/6/24,240.51,,,-1.563530954,,
2015/6/23,244.3,,,-1.095087171,,
2015/6/22,246.99,,,1.242555656,,
2015/6/21,243.94,,,-0.519269285,,
2015/6/20,245.21,,,0.244988077,,
2015/6/19,244.61,,,-1.782795081,,
2015/6/18,249.01,,,-0.108370638,,
2015/6/17,249.28,,,-0.647769069,,
2015/6/16,250.9,,,5.775409447,,
2015/6/15,236.82,,,1.394699026,,
2015/6/14,233.54,,,0.489334367,,
2015/6/13,232.4,,,1.046767636,,
2015/6/12,229.98,,,0.117470483,,
2015/6/11,229.71,,,0.396938429,,
2015/6/10,228.8,,,-0.109206083,,
2015/6/9,229.05,,,0.244787463,,
2015/6/8,228.49,,,2.485893567,,
2015/6/7,222.88,,,-1.221865815,,
2015/6/6,225.62,,,0.297401289,,
2015/6/5,224.95,,,0.280455144,,
2015/6/4,224.32,,,-0.688600868,,
2015/6/3,225.87,,,0.030996081,,
2015/6/2,225.8,,,1.279183088,,
2015/6/1,222.93,,,-3.204723402,,
2015/5/31,230.19,,,-1.363441754,,
2015/5/30,233.35,,,-1.594252068,,
2015/5/29,237.1,,,-0.130661122,,
2015/5/28,237.41,,,0.05477259,,
2015/5/27,237.28,,,0.067453628,,
2015/5/26,237.12,,,0.004217363,,
2015/5/25,237.11,,,-1.606527461,,
2015/5/24,240.95,,,0.866997219,,
2015/5/23,238.87,,,-0.617672345,,
2015/5/22,240.35,,,2.10649173,,
2015/5/21,235.34,,,0.562469524,,
2015/5/20,234.02,,,0.888475059,,
2015/5/19,231.95,,,-0.507440669,,
2015/5/18,233.13,,,-1.561966512,,
2015/5/17,236.8,,,0.274870667,,
2015/5/16,236.15,,,-0.612139115,,
2015/5/15,237.6,,,0.282384863,,
2015/5/14,236.93,,,0.232405927,,
2015/5/13,236.38,,,-1.981258131,,
2015/5/12,241.11,,,-0.434540382,,
2015/5/11,242.16,,,0.771052197,,
2015/5/10,240.3,,,-0.634685722,,
2015/5/9,241.83,,,-0.835929017,,
2015/5/8,243.86,,,2.714271243,,
2015/5/7,237.33,,,3.232924828,,
2015/5/6,229.78,,,-2.721782095,,
2015/5/5,236.12,,,-1.220708007,,
2015/5/4,239.02,,,-0.559056903,,
2015/5/3,240.36,,,2.285020203,,
2015/5/2,234.93,,,1.220545762,,
2015/5/1,232.08,,,-1.738505653,,
2015/4/30,236.15,,,4.477325863,,
2015/4/29,225.81,,,-0.017712439,,
2015/4/28,225.85,,,-1.511651582,,
2015/4/27,229.29,,,4.395430288,,
2015/4/26,219.43,,,-3.122590069,,
2015/4/25,226.39,,,-2.13266834,,
2015/4/24,231.27,,,-2.21932013,,
2015/4/23,236.46,,,0.968901001,,
2015/4/22,234.18,,,-0.464374037,,
2015/4/21,235.27,,,4.627918662,,
2015/4/20,224.63,,,0.907816534,,
2015/4/19,222.6,,,-0.340838073,,
2015/4/18,223.36,,,0.215130954,,
2015/4/17,222.88,,,-2.520899912,,
2015/4/16,228.57,,,2.0955674,,
2015/4/15,223.83,,,2.108477848,,
2015/4/14,219.16,,,-2.447446105,,
2015/4/13,224.59,,,-5.019067863,,
2015/4/12,236.15,,,-0.169240574,,
2015/4/11,236.55,,,0.203123086,,
2015/4/10,236.07,,,-3.172751793,,
2015/4/9,243.68,,,-0.548395072,,
2015/4/8,245.02,,,-3.276085834,,
2015/4/7,253.18,,,-0.908257173,,
2015/4/6,255.49,,,-1.980339476,,
2015/4/5,260.6,,,2.683419809,,
2015/4/4,253.7,,,-0.244085,,
2015/4/3,254.32,,,0.516430296,,
2015/4/2,253.01,,,2.294815662,,
2015/4/1,247.27,,,1.241139861,,
2015/3/31,244.22,,,-1.346232838,,
2015/3/30,247.53,,,1.966447177,,
2015/3/29,242.71,,,-4.073134726,,
2015/3/28,252.8,,,2.308887553,,
2015/3/27,247.03,,,-0.605377585,,
2015/3/26,248.53,,,0.941934885,,
2015/3/25,246.2,,,0.244001748,,
2015/3/24,245.6,,,-8.257020492,,
2015/3/23,266.74,,,-0.456331445,,
2015/3/22,267.96,,,3.007916451,,
2015/3/21,260.02,,,-0.663129862,,
2015/3/20,261.75,,,0.313767763,,
2015/3/19,260.93,,,1.790353875,,
2015/3/18,256.3,,,-10.79284214,,
2015/3/17,285.51,,,-1.763628423,,
2015/3/16,290.59,,,1.455882071,,
2015/3/15,286.39,,,1.583759436,,
2015/3/14,281.89,,,-1.216452777,,
2015/3/13,285.34,,,-3.108808379,,
2015/3/12,294.35,,,-0.687287929,,
2015/3/11,296.38,,,1.571086826,,
2015/3/10,291.76,,,0.73963562,,
2015/3/9,289.61,,,5.41305268,,
2015/3/8,274.35,,,-0.693778777,,
2015/3/7,276.26,,,1.289682344,,
2015/3/6,272.72,,,-1.260719923,,
2015/3/5,276.18,,,1.125141587,,
2015/3/4,273.09,,,-3.10412637,,
2015/3/3,281.7,,,2.16381767,,
2015/3/2,275.67,,,5.77539321,,
2015/3/1,260.2,,,2.309320056,,
2015/2/28,254.26,,,0.169261392,,
2015/2/27,253.83,,,7.101257057,,
2015/2/26,236.43,,,-0.438911867,,
2015/2/25,237.47,,,-0.533379396,,
2015/2/24,238.74,,,-0.062810127,,
2015/2/23,238.89,,,1.225613927,,
2015/2/22,235.98,,,-3.55909451,,
2015/2/21,244.53,,,0.307182155,,
2015/2/20,243.78,,,1.446126925,,
2015/2/19,240.28,,,1.657577659,,
2015/2/18,236.33,,,-3.03394525,,
2015/2/17,243.61,,,4.093146509,,
2015/2/16,233.84,,,-0.41821424,,
2015/2/15,234.82,,,-9.150118334,,
2015/2/14,257.32,,,8.890681719,,
2015/2/13,235.43,,,5.981791336,,
2015/2/12,221.76,,,1.170240597,,
2015/2/11,219.18,,,-0.3006699,,
2015/2/10,219.84,,,-0.122741236,,
2015/2/9,220.11,,,-1.4881227,,
2015/2/8,223.41,,,-1.923988775,,
2015/2/7,227.75,,,2.435567704,,
2015/2/6,222.27,,,2.348872155,,
2015/2/5,217.11,,,-4.388486856,,
2015/2/4,226.85,,,-0.184973188,,
2015/2/3,227.27,,,-4.709785559,,
2015/2/2,238.23,,,4.841874342,,
2015/2/1,226.97,,,4.280292459,,
2015/1/31,217.46,,,-4.042092081,,
2015/1/30,226.43,,,-3.078905636,,
2015/1/29,233.51,,,-0.171152325,,
2015/1/28,233.91,,,-11.90410378,,
2015/1/27,263.48,,,-3.721446286,,
2015/1/26,273.47,,,7.496062987,,
2015/1/25,253.72,,,2.34075723,,
2015/1/24,247.85,,,6.230042503,,
2015/1/23,232.88,,,-0.22732644,,
2015/1/22,233.41,,,2.828717205,,
2015/1/21,226.9,,,7.113581949,,
2015/1/20,211.32,,,-1.661308094,,
2015/1/19,214.86,,,2.126138415,,
2015/1/18,210.34,,,5.411476448,,
2015/1/17,199.26,,,-4.340822878,,
2015/1/16,208.1,,,-0.832660216,,
2015/1/15,209.84,,,16.40001453,,
2015/1/14,178.1,,,-23.7570148,,
2015/1/13,225.86,,,-17.0325095,,
2015/1/12,267.8,,,0.802313755,,
2015/1/11,265.66,,,-3.382626464,,
2015/1/10,274.8,,,-5.525015727,,
2015/1/9,290.41,,,2.4610835,,
2015/1/8,283.35,,,-3.805267912,,
2015/1/7,294.34,,,2.807963583,,
2015/1/6,286.19,,,4.181396055,,
2015/1/5,274.47,,,3.813557327,,
2015/1/4,264.2,,,-6.193293424,,
2015/1/3,281.08,,,-11.40285461,,
2015/1/2,315.03,,,0.247902492,,
2015/1/1,314.25,,,-1.872572212,,
2014/12/31,320.19,,,2.995801993,,
2014/12/30,310.74,,,-0.61917716,,
2014/12/29,312.67,,,-1.451026395,,
2014/12/28,317.24,,,0.435950777,,
2014/12/27,315.86,,,-3.747059875,,
2014/12/26,327.92,,,2.754722594,,
2014/12/25,319.01,,,-1.097370491,,
2014/12/24,322.53,,,-3.664997007,,
2014/12/23,334.57,,,0.804253652,,
2014/12/22,331.89,,,3.386103222,,
2014/12/21,320.84,,,-2.802887849,,
2014/12/20,329.96,,,3.742332349,,
2014/12/19,317.84,,,2.046985211,,
2014/12/18,311.4,,,-2.655499996,,
2014/12/17,319.78,,,-2.251038095,,
2014/12/16,327.06,,,-5.441475523,,
